name_cn,name_en,card_number,domain_cn,domain_en,cost,type_cn,type_en,rarity_cn,rarity_en,description_cn,description_en,image_url_cn,image_url_en,match_score,confidence,temporary
暴怒冲动,Blind Fury,OGN·025/298,red,Fury,4,法术,Spell,稀有,Rare,"{{迅捷}}（可在你的回合或法术对决中打出。）
每名对手展示其主牌堆顶部的一张牌。你从中选择一张，并当作自己的牌打出，无视费用，然后回收其余的卡牌。
[以下为勘误修正]
{{迅捷}}（可在你的回合或法术对决中打出。）
每名对手展示其主牌堆顶部的一张牌。你从中选择一张，将其放逐，然后当作自己的牌打出，无视费用。然后回收其余的卡牌。","[Action] (Play on your turn or in showdowns.)Each opponent reveals the top card of their Main Deck. Choose one and play it, ignoring its cost. Then recycle the rest.",https://cdn1.playloltcg.com/lol/card/20250731/3657cbabf8d142b795a736d7d7fe66b9.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d74ba4998df9348408f1400090a0b0737c675fbd-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
颂雷者 布林希尔,Brynhir Thundersong,OGN·026/298,red,Fury,6,单位,Unit,稀有,Rare,当你打出我时，对手本回合内不能打出卡牌。,"When you play me, opponents can't play cards this turn.",https://cdn1.playloltcg.com/lol/card/20250731/bb513a97aa5f492fa29067a23e5f74ff.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/44e805aa0f2928acf1156eef692403df319b333a-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"德莱厄斯, 崔法利","Darius, Trifarian",OGN·027/298,red,Fury,5,英雄单位,Champion Unit,稀有,Rare,每当你在回合中打出第二张牌时，让我本回合内{{S}}+2，并让我变为活跃状态。,"When you play your second card in a turn, give me +2 {icon:might} this turn and ready me.",https://cdn1.playloltcg.com/lol/card/20250731/1100323fe0204fa19db04765d5e7c889.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bf7a4900fd2296972c1305a4707c23860bb0522e-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"德莱厄斯, 崔法利","Darius, Trifarian",OGN·027a/298,red,Fury,5,英雄单位,Champion Unit,异画,Showcase,每当你在回合中打出第二张牌时，让我本回合内{{S}}+2，并让我变为活跃状态。,"When you play your second card in a turn, give me +2 {icon:might} this turn and ready me.",https://cdn1.playloltcg.com/lol/card/20250731/34b7b3eca2e54d7fbb1e9230e7f55701.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/df878ecc25160bb7e53b254a609ec243e133e8f1-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"德莱文, 夸耀角斗士","Draven, Showboat",OGN·028/298,red,Fury,5,英雄单位,Champion Unit,稀有,Rare,把你的分数加到我的战力上。,My Might is increased by your points.,https://cdn1.playloltcg.com/lol/card/20250731/19c4a992982f489a9eff0837417e1060.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7600d6cea66e8146ea2202f72cb9035cb44608a3-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
星落,Falling Star,OGN·029/298,red,Fury,2,法术,Spell,稀有,Rare,"进行两次：
    对一名单位造成3点伤害。（可以选择不同的单位。）",Do this twice:Deal 3 to a unit. (You can choose different units.),https://cdn1.playloltcg.com/lol/card/20250731/956ae92bd0934befa5a73736b9d275e0.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9cf2d2e59e1bf839cdf5c2a77e95f5d1e871788f-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"金克丝, 爆破狂人","Jinx, Demolitionist",OGN·030/298,red,Fury,3,英雄单位,Champion Unit,稀有,Rare,"{{急速}}（你可以选择额外支付{{1}}和{{红色}}，让我以活跃状态进场。）
{{强攻2}}（如果我是进攻方，则{{S}}+2。）
当你打出我时，弃置两张手牌。","[Accelerate] (You may pay {icon:1}{icon:fury} as an additional cost to have me enter ready.)[Assault 2] (+2 {icon:might} while I'm an attacker.)When you play me, discard 2.",https://cdn1.playloltcg.com/lol/card/20250731/e9f63d073d834728a16366f55fbd612a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d6cac988aa7798945e550eba6841d3993868c4a4-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"金克丝, 爆破狂人","Jinx, Demolitionist",OGN·030a/298,red,Fury,3,英雄单位,Champion Unit,异画,Showcase,"{{急速}}（你可以选择额外支付{{1}}和{{红色}}，让我以活跃状态进场。）
{{强攻2}}（如果我是进攻方，则{{S}}+2。）
当你打出我时，弃置两张手牌。","[Accelerate] (You may pay {icon:1}{icon:fury} as an additional cost to have me enter ready.)[Assault 2] (+2 {icon:might} while I'm an attacker.)When you play me, discard 2.",https://cdn1.playloltcg.com/lol/card/20250731/a579d5c3bc68410ea5b1206795ea53e5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/60ff1aec7ecb1b11ff89fdb620c6182897a8b402-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
狂暴龙怪,Raging Firebrand,OGN·031/298,red,Fury,6,单位,Unit,稀有,Rare,当你打出我时，你在本回合内打出的下一个法术费用减少{{5}}。,"When you play me, the next spell you play this turn costs {icon:5} less.",https://cdn1.playloltcg.com/lol/card/20250731/4bde639f53a94792b9c1b5038bac9a72.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9566fc064c098bd7f3540f3074dc6353c7ca5663-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
邪鸦魔典,Ravenborn Tome,OGN·032/298,red,Fury,3,装备,Gear,稀有,Rare,"{{横置}}：你打出的下一个法术造成的伤害+1（每段伤害都+1）。
[以下为勘误修正]
{{横置}}：本回合内你打出的下一个法术造成的伤害+1（每段伤害都+1）。",{icon:exhaust}: The next spell you play deals 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),https://cdn1.playloltcg.com/lol/card/20250731/e84ad14a85fb4cc9ade7a63cdb9caa9a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/81f968126026635e5b9a2fa1048fc979fcd13a1d-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
巧取豪夺,Shakedown,OGN·033/298,red,Fury,2,法术,Spell,稀有,Rare,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一名敌方单位。除非其控制者选择让你抽两张牌，否则对该单位造成6点伤害。
","[Reaction] (Play any time, even before spells and abilities resolve.)Choose an enemy unit. Deal 6 to it unless its controller has you draw 2.",https://cdn1.playloltcg.com/lol/card/20250731/c8ba08f01a49471287a2efc66d8f819c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab71d92c94bf609e2fa6efc8fec06fe1e8b10108-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"泰达米尔, 凛冽凶蛮","Tryndamere, Barbarian",OGN·034/298,red,Fury,7,英雄单位,Champion Unit,稀有,Rare,当我通过进攻征服一处战场时，如果你给敌方单位造成过不低于5点的过量伤害，则你获得的分数+1。,"When I conquer after an attack, if you assigned 5 or more excess damage to enemy units, you score 1 point.",https://cdn1.playloltcg.com/lol/card/20250731/e0356a4274a34903b51f82019700c4b5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/124c93495c927be1baea03fdacf6c7b283cf8b6c-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"薇恩, 追猎者","Vayne, Hunter",OGN·035/298,red,Fury,4,英雄单位,Champion Unit,稀有,Rare,"{{强攻3}}（如果我是进攻方，则{{S}}+3。）
如果对手已控制任意战场，则我以活跃状态进场。每当我征服一处战场时，你可以选择支付{{1}}来让我返回所属的手牌。","[Assault 3]_ (+3 {icon:might} while I'm an attacker.)_If an opponent controls a battlefield, I enter ready.When I conquer, you may pay {icon:1} to return me to my owner's hand.",https://cdn1.playloltcg.com/lol/card/20250731/7f801ae446104b5686f6769e17e2f090.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b38a22e6f4bfaa8589f32754a7466fe5214e81b5-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"蔚, 铲除者","Vi, Destructive",OGN·036/298,red,Fury,2,英雄单位,Champion Unit,稀有,Rare,"{{游走}} （我可以向其他战场进行移动。）
你可以从废牌堆回收一张卡牌，然后让我本回合内{{S}}+1（可重复执行）。",[Ganking] (I can move from battlefield to battlefield.)Recycle 1 from your trash: Give me +1 {icon:might} this turn.,https://cdn1.playloltcg.com/lol/card/20250731/520ae5d653f6428fbaa3d7ed754f03c1.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7ab52254ac49b8853fc7ae65b03aaee3f8c5994a-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
不朽凤凰,Immortal Phoenix,OGN·037/298,red,Fury,3,单位,Unit,史诗,Epic,"{{强攻2}}（如果我是进攻方，则{{S}}+2。）
当你使用法术摧毁一名单位时，你可以选择支付{{1}}和{{红色}}，以此从废牌堆中将我打出。","[Assault 2] (+2 {icon:might} while I'm an attacker.)When you kill a unit with a spell, you may pay {icon:1}{icon:fury} to play me from your trash.",https://cdn1.playloltcg.com/lol/card/20250731/84e7d07a83534a9ea0507e19e192db4a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b623ae985bf5f362b6d8d4a17e9b8146aeae3c3-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
邪焰巨龙 卡德雷格林,Kadregrin The Infernal,OGN·038/298,red,Fury,9,单位,Unit,史诗,Epic,当你打出我时，你场上每有一名{{强力}}单位，就抽一张牌。（战力达到5或以上时，即为强力单位。）,"When you play me, draw 1 for each of your [Mighty] units. (A unit is Mighty while it has 5+ {icon:might}.)",https://cdn1.playloltcg.com/lol/card/20250731/df96ef8689ad43379600442ddc7cb4f9.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/733c32b1fccc7e2983cbb3586358152f90a6df04-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"卡莎, 九死一生","Kai'Sa, Survivor",OGN·039/298,red,Fury,4,英雄单位,Champion Unit,史诗,Epic,"{{急速}}（你可以选择额外支付{{1}}和{{红色}}，让我以活跃状态进场。）
当我征服一处战场时，抽一张牌。","[Accelerate] (You may pay {icon:1}{icon:fury} as an additional cost to have me enter ready.)When I conquer, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/ad74e65ef9b549baacb0e7411dfd1198.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3d942c02ad4e96a36dba14d663c5105bb6614500-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"卡莎, 九死一生","Kai'Sa, Survivor",OGN·039a/298,red,Fury,4,英雄单位,Champion Unit,异画,Showcase,"{{急速}}（你可以选择额外支付{{1}}和{{红色}}，让我以活跃状态进场。）
当我征服一处战场时，抽一张牌。","[Accelerate] (You may pay {icon:1}{icon:fury} as an additional cost to have me enter ready.)When I conquer, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/62a73af942c24edbbc1430d7dfd85b84.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ad69bde670ce218adee1d2a618a7295d2fb7bd4c-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
暴怒之印,Seal Of Rage,OGN·040/298,red,Fury,0,装备,Gear,史诗,Epic,{{横置}}：{{反应}}—{{获得}}{{红色}}，用以支付符能费用。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:fury}. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250731/1eebeeeb98bf4f3e9ff936133063c0f7.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fbdd14adb40b0ca46b89f476a356fa21413d812e-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
"沃利贝尔, 震怒天声","Volibear, Furious",OGN·041/298,red,Fury,10,英雄单位,Champion Unit,史诗,Epic,"{{法盾2}}（对手必须额外支付{{A}}{{A}}才能将我选为法术或技能的目标。）
当我进攻时，对此处的敌方单位造成共计5点伤害，可在多名敌方单位之间分摊。","[Deflect 2] (Opponents must pay {icon:rainbow}{icon:rainbow} to choose me with a spell or ability.)When I attack, deal 5 damage split among any number of enemy units here.",https://cdn1.playloltcg.com/lol/card/20250731/6819fca687fb45279b1405f267471829.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c9165d49b8caae9a856433cd5151e8b368eb80b5-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
"沃利贝尔, 震怒天声","Volibear, Furious",OGN·041a/298,red,Fury,10,英雄单位,Champion Unit,异画,Showcase,"{{法盾2}}（对手必须额外支付{{A}}{{A}}才能将我选为法术或技能的目标。）
当我进攻时，对此处的敌方单位造成共计5点伤害，可在多名敌方单位之间分摊。","[Deflect 2] (Opponents must pay {icon:rainbow}{icon:rainbow} to choose me with a spell or ability.)When I attack, deal 5 damage split among any number of enemy units here.",https://cdn1.playloltcg.com/lol/card/20250731/d9187abae44b489e955c284092dc7a82.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/744d1b950ae7ef1e6e5b244538a6afb9802e5e3d-744x1039.png?auto=format&fit=fill&q=80&w=437,40,medium,NO
翠意符文,Calm Rune,OGN·042/298,green,Calm,,符文,Basic Rune,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/65af63620d714c79891170753eb4eb5a.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/0a0e8c3d16c2595e2f8efcc2b1466226539b506c-744x1039.png?auto=format&fit=fill&q=80&w=437,35,low,NO
翠意符文,Calm Rune,OGN·042a/298,green,Calm,,符文,Basic Rune,异画,Showcase,,,https://cdn1.playloltcg.com/lol/card/20250731/681b05e601614e88a69c83a71ba4cbce.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/88187b586b9b3cc2f48fd20c806dd5fc5e1bfc71-1488x2078.png?auto=format&fit=fill&q=80&w=437,35,low,NO
魅惑妖术,Charm,OGN·043/298,green,Calm,1,法术,Spell,普通,Common,移动一名敌方单位。,Move an enemy unit.,https://cdn1.playloltcg.com/lol/card/20250731/f334c83f96ab4ce28c279cdc8fcc7efd.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/62ae564505db8fcba70605eac2083ac2d4397b5a-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
小小守护者,Clockwork Keeper,OGN·044/298,green,Calm,2,单位,Unit,普通,Common,"打出我时，你可以选择额外支付{{绿色}}来抽一张牌。
[以下为勘误修正]
你可以选择支付{{绿色}},作为打出我的额外费用。
当你打出我时，如果你支付了该额外费用，则抽一张牌。","As you play me, you may pay {icon:calm} as an additional cost. If you do, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/cbb015f148114826989d9f19a39e8954.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/417e606418349bb25d4b07d460fa043ad85f2778-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
蔑视,Defy,OGN·045/298,green,Calm,1,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
无效化一个法术，但其费用不得高于{{4}}，也不得高于{{A}}。","[Reaction] (Play any time, even before spells and abilities resolve.)Counter a spell that costs no more than {icon:4} and no more than {icon:rainbow}.",https://cdn1.playloltcg.com/lol/card/20250731/013f0156d4c74dd0b52f19e6e758a590.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4989bfcc4bd7be77051f0c2c349a981ba9c273e0-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
决斗架势,En Garde,OGN·046/298,green,Calm,1,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
让一名友方单位本回合内{{S}}+1，如果它是你在该处唯一控制的单位，则它本回合内额外获得{{S}}+1。","[Reaction] (Play any time, even before spells and abilities resolve.)Give a friendly unit +1 {icon:might} this turn, then an additional +1 {icon:might} this turn if it is the only unit you control there.",https://cdn1.playloltcg.com/lol/card/20250731/922e71f6a0684b52ae9fe69bf4bb0b5c.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/03c0ec7eaa5957a62869dad2a0ce40913fc874a9-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
御衡守念,Find Your Center,OGN·047/298,green,Calm,3,法术,Spell,普通,Common,"{{迅捷}}（可在你的回合或法术对决中打出。）
如果对手得分距离胜利得分不超过3分，则此法术的费用减少{{2}}。
抽一张牌，然后召出一枚休眠的符文。","[Action] (Play on your turn or in showdowns.)If an opponent's score is within 3 points of the Victory Score, this costs {icon:2} less.Draw 1 and channel 1 rune exhausted.",https://cdn1.playloltcg.com/lol/card/20250731/a992331114dd47c496ccc5f70d001d9d.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/cd9d798b496fdce133c5b0106d636a230b6e7ebe-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
冥想,Meditation,OGN·048/298,green,Calm,2,法术,Spell,普通,Common,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
抽一张牌。你可以选择让一名友方单位变为休眠状态作为额外费用，以此再抽一张牌。","[Reaction] (Play any time, even before spells and abilities resolve.)As an additional cost to play this, you may exhaust a friendly unit. If you do, draw 2. Otherwise, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/749e030f633940fc87988dcd91b13296.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7103336ab0d7f7bebdaa4155e4258d8d9beb06de-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
贪玩的小鬼,Playful Phantom,OGN·049/298,green,Calm,5,单位,Unit,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/ed4664407a3049f2abdd7a44b1fd4545.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3171ef8c7968b0dfe088725b9721b19d175bdb1e-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,NO
